"AID","Book-Author"
1059,"Bruce Coville"
1060,"TERRY BROOKS"
1061,"Edwidge Danticat"
1062,"Joe R. Lansdale"
1063,"ARTURO PEREZ-REVERTE"
1064,"Sheila O'Connor"
1065,"ERIK LARSON"
1066,"Saul Bellow"
1067,"Dan Millman"
1068,"Ned Vizzini"
1069,"Laurie Halse Anderson"
1070,"Chris Wooding"
1071,"Mary McGarry Morris"
1072,"Brian O'Leary"
1073,"F. David Peat"
1074,"L. Ron Hubbard"
1075,"Stephen Coonts"
1076,"JOHN WHITMAN"
1077,"Peter Kummer"
1078,"Sven Regener"
1079,"Wendy Leigh"
1080,"Dorothy Sterling"
1081,"Frances Hodgson Burnett"
1082,"B. K. S. Iyengar"
1083,"Kate Atkinson"
1084,"Susan M. McIntosh"
1085,"Paul Gross"
1086,"Diane Muldrow"
1087,"Robert Bloch"
1088,"Mollie Molay"
1089,"Grace Colling"
1090,"Judy Blume"
1091,"Jonathan Rabb"
1092,"Patrick Robinson"
1093,"ROBERT T. BAKKER"
1094,"Fred Saberhagen"
1095,"Richard Moran"
1096,"Michael Dimercurio"
1097,"Wilkie Collins"
1098,"Raymond Cloutier"
1099,"Randall Wallace"
1100,"Rhoda Huffey"
1101,"CALVIN TRILLIN"
1102,"Rachel Simon"
1103,"Nick Earls"
1104,"Carol Emshwiller"
1105,"Tom Robbins"
1106,"Edith Konecky"
1107,"JONATHAN HARR"
1108,"Kristin Hannah"
1109,"Ayn Rand"
1110,"MARGARET ATWOOD"
1111,"ALEXANDRE DUMAS"
1112,"Dorothy Garlock"
1113,"Whitney Otto"
1114,"Michael Cunningham"
1115,"Diane Ackerman"
1116,"Susan Isaacs"
1117,"Douglas Preston"
1118,"Kim Stanley Robinson"
1119,"William Safire"
1120,"Leslie Glass"
1121,"F.Scott Fitzgerald"
1122,"Cathy Cash Spellman"
1123,"Grace Slick"
1124,"Jerry Bledsoe"
1125,"Jane Sigaloff"
1126,"Marian Keyes"
1127,"Stephen Fried"
1128,"Melissa Rossi"
1129,"Jackie Collins"
1130,"Drew Barrymore"
1131,"Carrie Alexander"
1132,"Lori Handeland"
1133,"Debra Salonen"
1134,"Deborah Laake"
1135,"Margaret Way"
1136,"Marisa Carroll"
1137,"Eduardo Duran"
1138,"Dave Eggers"
1139,"Hernando De Soto"
1140,"Julie Miller"
1141,"Jasper Fforde"
1142,"Wendy Holden"
1143,"Sebastian Faulks"
1144,"SUE MARGOLIS"
1145,"Dora Levy Mossanen"
1146,"Sheri Holman"
1147,"Jacqueline Susann"
1148,"Stephanie Laurens"
1149,"Jane Mendelsohn"
1150,"Madge Swindells"
1151,"Richard George Adams"
1152,"John Colapinto"
1153,"Ildiko Kurthy"
1154,"John McPhee"
1155,"Kurt Vonnegut"
1156,"Veronique Vienne"
1157,"SANDOR MARAI"
1158,"Mark A. S. McMenamin"
1159,"Nancy K Robinson"
1160,"Jillian Lund"
1161,"Ann Rinaldi"
1162,"Scott O'Dell"
1163,"THOMAS ROCKWELL"
1164,"Louise Plummer"
1165,"Dave Duncan"
1166,"Richard Awlinson"
1167,"Scott Ciencin"
1168,"Patricia Kennealy-Morrison"
1169,"Julie E. Czerneda"
1170,"Eva Heller"
1171,"Jan McDaniel"
1172,"Genell Dellin"
1173,"Betty Neels"
1174,"Barbara Dolan"
1175,"Viveca Carlysle"
1176,"Judy Jackson"
1177,"Lewis Orde"
1178,"Beatrice Sparks"
1179,"Peter Mayle"
1180,"Philip Kindred Dick"
1181,"Douglas Kennedy"
1182,"Philip K. Dick"
1183,"Dick"
1184,"Aldous Huxley"
1185,"Edgar Allan Poe"
1186,"Mark Z. Danielewski"
1187,"Laurent Vicomte"
1188,"Jean Bonnefoy"
1189,"Philip K. (Philip Kindred) Dick"
1190,"Albert Camus"
1191,"Stan Berenstain"
1192,"A. J. Wood"
1193,"Sunny Griffin"
1194,"Disney Enterprises Inc"
1195,"Maida Silverman"
1196,"Jean Giraudoux"
1197,"Nicholas Ross"
1198,"Lynne Reid Banks"
1199,"Carolyn Wheat"
1200,"DAN SIMMONS"
1201,"Ros Stanley"
1202,"R. L. Stine"
1203,"Steve Barlow"
1204,"Katherine Applegate"
1205,"Anonimo"
1206,"Matthew F Christopher"
1207,"Marilyn Penovich Friend"
1208,"Brian Herbert"
1209,"C. A. Stephens"
1210,"Mary Evans O'Keefe Gravalos"
1211,"Randall Rothenberg"
1212,"Enos A. Mills"
1213,"JOHN FITZGERALD"
1214,"Sebastiano Vassalli"
1215,"Patrick McGrath"
1216,"William Kotzwinkle"
1217,"Vincent Bugliosi"
1218,"Mark Richard"
1219,"Ben Elton"
1220,"Ltd Editorial Staff Publication International"
1221,"MARY DORIA RUSSELL"
1222,"MacDonald Harris"
1223,"Lawrence Goldstone"
1224,"Leslie Land"
1225,"Rikki Ducornet"
1226,"VICTOR HUGO"
1227,"Jennifer Egan"
1228,"Dodie Smith"
1229,"Doug  Lowe"
1230,"Arlene Eisenberg"
1231,"JANE GREEN"
1232,"Gary Ezzo"
1233,"Dennis Rainey"
1234,"David Gardner"
1235,"Joan D. Vinge"
1236,"R. A. MacAvoy"
1237,"Brooke Stevens"
1238,"Ann B. Ross"
1239,"Adriana Trigiani"
1240,"BEBE MOORE CAMPBELL"
1241,"Barbara Corcoran"
1242,"Amy Hassinger"
1243,"Erica Jong"
1244,"Diana Palmer"
1245,"J.R.R. Tolkien"
1246,"Rebecca Godfrey"
1247,"Lois Battle"
1248,"Allen Ginsberg"
1249,"ANNE TYLER"
1250,"Andrew M. Greeley"
1251,"Rick Davis"
1252,"Catholic Church"
1253,"Alfred McBride"
1254,"Russell L. Ford"
1255,"Robertson Davies"
1256,"Bill Watterson"
1257,"Jacqueline Kasun"
1258,"Leslie Meier"
1259,"Corinne T. Netzer"
1260,"Stefano Benni"
1261,"Alessandro Baricco"
1262,"Alice Adams"
1263,"Frederick Buechner"
1264,"Max Frisch"
1265,"Thomas Pynchon"
1266,"Veronika Martenova Charles"
1267,"Ron L. Hubbard"
1268,"Doris Pilkington"
1269,"Stephen Gallagher"
1270,"Robert Louis Stevenson"
1271,"Edwina Currie"
1272,"Donald A. Mackenzie"
1273,"Jules Verne"
1274,"Laurie Lee"
1275,"Sam Siciliano"
1276,"Joe Haldeman"
1277,"Leon Uris"
1278,"Anatoli Boukreev"
1279,"Steve Lewis"
1280,"Len Deighton"
1281,"Dale L. Anderson"
1282,"William Gerald Golding"
1283,"William J. Mann"
1284,"Laurell K. Hamilton"
1285,"James Reese"
1286,"Judge Judy Sheindlin"
1287,"Manil Suri"
1288,"VICTORIA SULLIVAN"
1289,"Kingsley Amis"
1290,"Dale Cooper"
1291,"Scott Walker"
1292,"Catherine Clement"
1293,"Colm Toibin"
1294,"Joe Weber"
1295,"Caleb Carr"
1296,"Stephen Baxter"
1297,"Augusten Burroughs"
1298,"Mark Dunn"
1299,"William Carpenter"
1300,"David Eddings"
1301,"BELVA PLAIN"
1302,"John Case"
1303,"Donna Woolfolk Cross"
1304,"JON KRAKAUER"
1305,"Jon Krakauer"
1306,"Mark Haddon"
1307,"Michael Ryan"
1308,"Robert K. Tanenbaum"
1309,"Judi Lawson Wallace"
1310,"Grierson"
1311,"Peter J. D'Adamo"
1312,"Helene Wiggin"
1313,"Ira Levin"
1314,"Norman Lindsay"
1315,"Christina Lamb"
1316,"Crichton Michael"
1317,"Nancy Creagh Phelan"
1318,"CHRIS BOHJALIAN"
1319,"M. Scott Peck"
1320,"M. M. Kaye"
1321,"Sharon Creech"
1322,"Christian Jacq"
1323,"Dean Devlin"
1324,"Dean Marney"
1325,"Justine Ettler"
1326,"Margaret Wise Brown"
1327,"Shel Arensen"
1328,"Amanda McKay"
1329,"Carl Djerassi"
1330,"Nuala O'Faolain"
1331,"Lee Strobel"
1332,"Sally Rains"
1333,"various authors"
1334,"Osuntoki"
1335,"Burton Raffel"
1336,"Terry McMillan"
1337,"Don Lassiter"
1338,"Jimmy Stewart"
1339,"KEN WILBER"
1340,"Bill Cosby"
1341,"Ruth Gordon"
1342,"Flannery O'Connor"
1343,"Adrian Mitchell"
1344,"Donald A. Davis"
1345,"Leslie Marmon Silko"
1346,"Robert S. Root-Bernstein"
1347,"Joe Marcus"
1348,"Dorothea Benton Frank"
1349,"Agatha Christie"
1350,"Anita Brookner"
1351,"Beverly Jenkins"
1352,"Daniel Hecht"
1353,"Anita Daher"
1354,"Stephen R. Lawhead"
1355,"Robin A. White"
1356,"Stephen White"
1357,"Jeffrey Archer"
1358,"Guy De Maupassant"
1359,"Jonathan Kellerman"
1360,"Robert Charles Wilson"
1361,"Gilles Deleuze"
1362,"Peter Weber"
1363,"Thomas Gifford"
1364,"Oscar Hijuelos"
1365,"Taiping Shangdi"
1366,"Harald Schmidt"
1367,"Arman Danesh"
1368,"Emma Callery"
1369,"Donald Beman"
1370,"Guinness Media Inc."
1371,"Adam Brate"
1372,"Bob Levis"
1373,"Maurice Gran"
1374,"J Smith"
1375,"CHERIE CARTER-SCOTT"
1376,"Mark Victor Hansen"
1377,"LENNART NILSSON"
1378,"Courtland L. Bovee"
1379,"David Freemantle"
1380,"Sandra  Waddock"
1381,"V.K. Narayanan"
1382,"Michael Mische"
1383,"Ann Douglas"
1384,"Fergus Kelly"
1385,"Norman Mailer"
1386,"Geoff Ryman"
1387,"Graham Greene"
1388,"Gaston Leroux"
1389,"Karlfried Durckheim"
1390,"Stephanie Coontz"
1391,"Laure Redmond"
1392,"Donna Tartt"
1393,"Lynda Barry"
1394,"Fernando Iwasaki Cauti"
1395,"Rafael Reig"
1396,"Laurent Jouvet"
1397,"Francesca Lia Block"
1398,"Carol Higgins Clark"
1399,"Andrew Pyper"
1400,"Robert Atkins"
1401,"Wendy Orr"
1402,"Amy Ephron"
1403,"Susan Vreeland"
1404,"Alan Cumming"
1405,"Christopher Russo"
1406,"ANDREA DI ROBILANT"
1407,"Alan Epstein"
1408,"Federico Andahazi"
1409,"Salley Vickers"
1410,"RUSSELL MARTIN"
1411,"Roger D. Masters"
1412,"Andy Meisler"
1413,"Ross King"
1414,"MARC BROWN"
1415,"Writer's Digest Books"
1416,"Elaine Weinmann"
1417,"Charles Sheffield"
1418,"Lois McMaster Bujold"
1419,"Iain Pears"
1420,"John Barnes"
1421,"JEAN M. AUEL"
1422,"Joan Cleveland"
1423,"Wilson, III Simmons"
1424,"Sherwood Kiraly"
1425,"Frank Decaro"
1426,"Robert Ludlum"
1427,"Oliver Sacks"
1428,"Virginia Woolf"
1429,"Junko Wada"
1430,"Diane Wolkstein"
1431,"Alice Garrard"
1432,"Janet Fitch"
1433,"Pat Rodegast"
1434,"Richard Dalby"
1435,"William Hoffman"
1436,"David Foster Wallace"
1437,"Dav Pilkey"
1438,"Clive James"
1439,"Chuck Logan"
1440,"Patrick Suskind"
1441,"James Rollins"
1442,"Minette Walters"
1443,"FANNIE FLAGG"
1444,"WILLIAM FAULKNER"
1445,"Joseph Lederer"
1446,"Joan Wolf"
1447,"Dana Stabenow"
1448,"R.D. Lawrence"
1449,"John Updike"
1450,"Tiffanie DeBartolo"
1451,"Ryszard Kapuscinski"
1452,"Kent Anderson"
1453,"Rampa Lobsang"
1454,"WILLIAM BERNHARDT"
1455,"Ben Bova"
1456,"Naomi Shihab Nye"
1457,"Daniel Quinn"
1458,"David J Tacey"
1459,"Todd James Pierce"
1460,"Kathleen Ann Goonan"
1461,"Jeanette Winterson"
1462,"Valerie Tripp"
1463,"Christof Lees"
1464,"John Saul"
1465,"Val McDermid"
1466,"Julie Garwood"
1467,"Madeleine L'Engle"
1468,"ANN PACKER"
1469,"Gregory Frost"
1470,"Larry Millett"
1471,"Vilhelm Moberg"
1472,"Gail Diven"
1473,"Stephen Alter"
1474,"Terri Windling"
1475,"Michael Moorcock"
1476,"Vikram Chandra"
1477,"Chitra Banerjee Divakaruni"
1478,"Bill Slavicsek"
1479,"Richard L. Anderson"
1480,"Jean Paul Sartre"
1481,"Sara Pritchard"
1482,"Ursula K. Le Guin"
1483,"Neal Stephenson"
1484,"Amit Chaudhuri"
1485,"ROSALIND MILES"
1486,"Stanley Gordon West"
1487,"Sarah Caudwell"
1488,"Irvine Welsh"
1489,"Nelson DeMille"
1490,"Phyllis Gotlieb"
1491,"Dianna L. Paxson"
1492,"Gail Godwin"
1493,"Wynema McGowan"
1494,"RICHARD WAGAMESE"
1495,"Robert Haas"
1496,"Wilma Yeo"
1497,"Scott"
1498,"Jayne Castle"
1499,"Deric Longden"
1500,"J. D. Robb"
1501,"Katy Munger"
1502,"Alex Dingwall-Main"
1503,"Tony Buzan"
1504,"Jose Luis Sampedro"
1505,"Lawrence Durrell"
1506,"Octavia E. Butler"
1507,"Gloria Naylor"
1508,"Mary Pipher"
1509,"John O'Donohue"
1510,"Jonathan D. Spence"
1511,"Janet Kessel Fletcher"
1512,"Roddy Doyle"
1513,"Rita Golden Gelman"
1514,"Alfred Huang"
1515,"Tulku Thondup Rinpoche"
1516,"Antonio Orejudo"
1517,"MARION ZIMMER BRADLEY"
1518,"Holly Black"
1519,"Christopher Golden"
1520,"Javier Marias"
1521,"Jane Green"
1522,"SANDRA BROWN"
1523,"Charles Dickinson"
1524,"Fay Robinson"
1525,"Lee Magner"
1526,"Marie Ferrarella"
1527,"Pamela Bauer"
1528,"Kim Mckade"
1529,"J. K. Rowling"
1530,"Katherine Garbera"
1531,"Donna Kauffman"
1532,"Judith Bowen"
1533,"Heather Graham Pozzessere"
1534,"Ron Burke"
1535,"Nancy Warren"
1536,"Rebecca Flanders"
1537,"Jamie Denton"
1538,"Curtiss Ann Matlock"
1539,"Suzanne Simmons"
1540,"Diane Farr"
1541,"Robyn Carr"
1542,"Margot Dalton"
1543,"Janis Flores"
1544,"Kate Welsh"
1545,"Richard Parry"
1546,"Richard P. Henrick"
1547,"H. Jay Riker"
1548,"Jean Heller"
1549,"George C. Wilson"
1550,"L. HEATH"
1551,"Craig Thomas"
1552,"Harry Homewood"
1553,"Susanna Tamaro"
1554,"J. D. Salinger"
1555,"Aleramo"
1556,"Noah Gordon"
1557,"Jean Craighead George"
1558,"June Stepansky"
1559,"Laura Lippman"
1560,"Philip Roth"
1561,"William Styron"
1562,"Roger Zelazny"
1563,"Malcolm Hillier"
1564,"T. Pratchett"
1565,"Pierre Sansot"
1566,"Primo Levi"
1567,"Gabriel García Márquez"
1568,"Cristina Garcia"
1569,"Naomi Ragen"
1570,"Janet Wallach"
1571,"Carolyn G. Hart"
1572,"Michael Collier"
1573,"Barbara Pronin"
1574,"Heather Arnel Paulsen"
1575,"Stephen R. Covey"
1576,"Joseph O'Connor"
1577,"Anne Burton"
1578,"Frances Fyfield"
1579,"Dorothy Simpson"
1580,"Connie May Fowler"
1581,"Halim"
1582,"Charles R. Schwab"
1583,"Barbara Parker"
1584,"Arto Paasilinna"
1585,"Richard Dawkins"
1586,"Frank Herbert"
1587,"Peter Maas"
1588,"American Psychiatric Association"
1589,"Michael Shaara"
1590,"Donna-Marie Pye"
1591,"James W. Loewen"
1592,"Anna Ludlow"
1593,"Robert Jordan"
1594,"Sigmund Freud"
1595,"EUGEN HERRIGEL"
1596,"St. Augustine"
1597,"Stanley  Milgram"
1598,"Sun Tzu"
1599,"Miyamoto Musashi"
1600,"Ray Axford"
1601,"Kenneth Kushner"
1602,"Elliott Hester"
1603,"Libby Hathorn"
1604,"Paul Temple"
1605,"James Moloney"
1606,"Dan Parkinson"
1607,"Kathleen O'Neal Gear"
1608,"Sophie Schallingher"
1609,"Josephine Fairley"
1610,"R. T. Burns"
1611,"Poul Anderson"
1612,"Buzz Aldrin"
1613,"Andrew M Greeley"
1614,"Beth Saulnier"
1615,"Ted Conover"
1616,"Jane Kirkpatrick"
1617,"Mary Tatem"
1618,"MITCH ALBOM"
1619,"Tom Connor"
1620,"George Carlin"
1621,"Sarah Louise Delany"
1622,"Melody Beattie"
1623,"Harlan Coben"
1624,"Richard Marcinko"
1625,"William Bernhardt"
1626,"Andrew Klavan"
1627,"Brooke Siler"
1628,"Matthew McKay"
1629,"Laurence Roy Stains"
1630,"David Hopkins"
1631,"Mihaly Csikszentmihalyi"
1632,"Lynne Truss"
1633,"Paul Wilson"
1634,"Joachim Appel"
1635,"Whoopi Goldberg"
1636,"Drew Carey"
1637,"Jon Winokur"
1638,"Warren Buckland"
1639,"Sherry Diestler"
1640,"Paul Sloane"
1641,"WILLIAM SAFIRE"
1642,"William Strunk Jr."
1643,"Rosalie Maggio"
1644,"M. Neil Browne"
1645,"David M. Buss"
1646,"David D. Burns"
1647,"Leil  Lowndes"
1648,"Roberta Allen"
1649,"Esme Raji Codell"
1650,"Harold R. McAlindon"
1651,"Richard O'Connor"
1652,"M. L. Rossi"
1653,"John T. Walbaum"
1654,"Nina Wise"
1655,"Caroline Linse"
1656,"H.C. Andersen"
1657,"Claire Maria Ford"
1658,"Warren Farrell Ph.D."
1659,"DANIEL KEYES"
1660,"Tom Holt"
1661,"Barbara W. Tuchman"
1662,"Frank Moorhouse"
1663,"Robert Hughes"
1664,"Daniel Yergin"
1665,"Walter Mosley"
1666,"Pamela Ribon"
1667,"Rodman Philbrick"
1668,"Jeannette Batz"
1669,"Linda Goodnight"
1670,"Madelyn K. Anderson"
1671,"Gary Devon"
1672,"John Beasant"
1673,"Brad Meltzer"
1674,"John le Carre"
1675,"Christopher Isherwood"
1676,"Viktor E. Frankl"
1677,"Cheryl Gochnauer"
1678,"Dennis Lehane"
1679,"Z. Barnes"
1680,"Robert Boyer"
1681,"Johanna Lindsey"
1682,"Daniel Pennac"
1683,"Carol Adrienne"
1684,"Jean-Paul Sartre"
1685,"Lawrence Sanders"
1686,"Edward Karl Wagner"
1687,"Catherine Ryan Hyde"
1688,"Muniz Sodré"
1689,"Roberto Schneider"
1690,"Pedro de Cieza de León"
1691,"Claire Booss"
1692,"Proinsias Mac Cana"
1693,"P W Joyce"
1694,"Caitlin Matthews"
1695,"Michael J Caduto"
1696,"British Museum"
1697,"Courtney Davis"
1698,"Blanche Cirker"
1699,"James Finn Garner"
1700,"Mark Baker"
1701,"JONATHAN KELLERMAN"
1702,"Greg Iles"
1703,"Scott Adams"
1704,"Jon Franklin"
1705,"Roxana Ferllini Timms"
1706,"Ridley Pearson"
1707,"Thomas William Simpson"
1708,"Michael Baden"
1709,"Richard Bachman"
1710,"Lee Child"
1711,"W.R. Mitchell"
1712,"Dale Brown"
1713,"Carol O'Connell"
1714,"SUE GRAFTON"
1715,"Richard Flanagan"
1716,"Bradley Smith"
1717,"Wallace Hamilton"
1718,"Larry Wolff"
1719,"Richard D. Mohr"
1720,"Len Richmond"
1721,"Michael Bronski"
1722,"John Boswell"
1723,"Herbert Hendin"
1724,"Eric Marcus"
1725,"Martha Gever"
1726,"Laurence Goldstein"
1727,"Patrick Higgins"
1728,"Marshall Kirk"
1729,"Gary Schmidgall"
1730,"Don Shewey"
1731,"ROBERT H. HOPCKE"
1732,"Colin Spencer"
1733,"Trevor Jacques"
1734,"Lucy R. Lippard"
1735,"David Gottlieb"
1736,"Mike Hippler"
1737,"Eric E. Rofes"
1738,"Jamie Sams"
1739,"John Mccollister"
1740,"Sylvia Browne"
1741,"Shirley MacLaine"
1742,"Shakti Gawain"
1743,"James Redfield"
1744,"Gabrielle Roth"
1745,"Oriah Mountain Dreamer"
1746,"David Buerge"
1747,"Hal Zina Bennett"
1748,"Geoffrey Cornelius"
1749,"Louis Chunovic"
1750,"Ellis Weiner"
1751,"Rob Morrow"
1752,"Jon Scieszka"
1753,"Ansel E. Adams"
1754,"Jana Stone"
1755,"A. C. Bhaktivedanta Swami Prabhupada"
1756,"Joyce Wilson"
1757,"Bill D. Moyers"
1758,"Francis Murphy"
1759,"Coleman Barks"
1760,"James Hillman"
1761,"Lynn Andrews"
1762,"Douglas A. Skoog"
1763,"John McMurry"
1764,"P. W. Atkins"
1765,"A. A. Milne"
1766,"Susannah Leigh"
1767,"Tim Allen"
1768,"Staff of the Wall St Journal"
1769,"Bruce Lansky"
1770,"Patricia Curtis"
1771,"Carol Himsel Daly"
1772,"Cynthia Copeland Lewis"
1773,"Cyndy Salzmann"
1774,"Ellen Raskin"
1775,"James Herriot"
1776,"Marye Anne Fox"
1777,"D.F. Shriver"
1778,"Jacqueline Carey"
1779,"Debra K., Dr. Shatoff"
1780,"Christopher J.  Cramer"
1781,"Quentin Bell"
1782,"Raymond D Keene"
1783,"Kon Grivainis"
1784,"R. N. Coles"
1785,"Nancy Farmer"
1786,"Susanna Moore"
1787,"Stephen J. Dubner"
1788,"Sark"
1789,"Marianne Williamson"
1790,"Katie Roiphe"
1791,"Nikos Kazantzakis"
1792,"BRET EASTON ELLIS"
1793,"Charles Johnson"
1794,"Mark Mathabane"
1795,"Mary Bray Pipher"
1796,"Jay McInerney"
1797,"James L. Halperin"
1798,"Greg Egan"
1799,"Furio Colombo"
1800,"George Ancona"
1801,"Susan Meier"
1802,"Anna Clarke"
1803,"Diana Hamilton"
1804,"Lucy Monroe"
1805,"Lindsay Armstrong"
1806,"Emma Darcy"
1807,"Mary Jo Putney"
1808,"Chris Sorensen"
1809,"Erika Pluhar"
1810,"Iker Jimenez"
1811,"Eduardo Mendoza"
1812,"DAN BROWN"
1813,"Eugene, Ph.D. Savaiano"
1814,"Peter Lerangis"
1815,"Didier Van Cauwelaert"
1816,"Katherine Neville"
1817,"Frederic Beigbeder"
1818,"Roy Willis"
1819,"Arturo Perez-Reverte"
1820,"Alejandro Gandara"
1821,"Arturo Perez Reverte"
1822,"Isabel Miller"
1823,"LaVyrle Spencer"
1824,"Brian Jacques"
1825,"Alice Leccese Powers"
1826,"Arthur Hailey"
1827,"Jack McDevitt"
1828,"Terry C. Johnston"
1829,"Tess Gerritsen"
1830,"Frederick Forsyth"
1831,"Mark Frost"
1832,"Ruth Prawer Jhabvala"
1833,"Chris Maynard"
1834,"Ted Anton"
1835,"Peter Nelson"
1836,"Per Olov Enquist"
1837,"Emma Bull"
1838,"David Weber"
1839,"Maj Sjowall"
1840,"Leo Marks"
1841,"Kenneth M. Pollack"
1842,"Azar Nafisi"
1843,"Tony Horwitz"
1844,"Leif Enger"
1845,"Betty J. Eadie"
1846,"H. B. Gilmour"
1847,"Elizabeth Moran"
1848,"Lynn Beach"
1849,"Adele Faber"
1850,"Patricia Burstein"
1851,"David Stick"
1852,"Daley"
1853,"Alan Dean Foster"
1854,"Donald F Glut"
1855,"Peter Jenkins"
1856,"Earthworks Group"
1857,"Cindy Ross"
1858,"Gretchen McHugh"
1859,"Sharon A. Feaster"
1860,"R.L. Stine"
1861,"Anne E. Edwards"
1862,"Marilyn Kaye"
1863,"Gordon Korman"
1864,"Ann M. Martin"
1865,"Khristine Page"
1866,"Elaine Coffman"
1867,"JANE FEATHER"
1868,"Gaelen Foley"
1869,"Claire Delacroix"
1870,"Rachel Gibson"
1871,"Elizabeth Bevarly"
1872,"Rosemary Rogers"
1873,"Maureen Child"
1874,"Cassie Edwards"
1875,"Leigh Greenwood"
1876,"Marsha Canham"
1877,"Victoria Alexander"
1878,"Connie Mason"
1879,"Nan Ryan"
1880,"Rebecca Brandewyne"
1881,"Susan Elizabeth Phillips"
1882,"Brenda Joyce"
1883,"Pamela Britton"
1884,"Sandra Hill"
1885,"Judith Ivory"
1886,"CANDICE PROCTOR"
1887,"Madeline Hunter"
1888,"Linda Francis Lee"
1889,"Madeline Baker"
1890,"Josie Litton"
1891,"Judith Stacy"
1892,"Sue Civil-Brown"
1893,"JoAnn Ross"
1894,"Heather Graham"
1895,"Patricia Rice"
1896,"Melanie George"
1897,"Barbara Dawson Smith"
1898,"Connie Lane"
1899,"Lisa Kleypas"
1900,"Karen Rauch Carter"
1901,"Emeril Lagasse"
1902,"Chin-Ning Chu"
1903,"W. Stone"
1904,"THOMAS A. STEWART"
1905,"Pablo Neruda"
1906,"Marie Simmons"
1907,"Bettyclare Moffatt"
1908,"Bob Frissell"
1909,"Julie Smith"
1910,"Ellis Peters"
1911,"John Bayley"
1912,"Stephen J. Small"
1913,"Marco Palmieri"
1914,"Wladyslaw Szpilman"
1915,"Carmen Carter"
1916,"Alan Paton"
1917,"Anthony, Md. Walker"
1918,"Tony DiTerlizzi"
1919,"Fred Willard"
1920,"Concha Lopez Narvaez"
1921,"Richard Wilbur"
1922,"Martin Suter"
1923,"Kevin J. Anderson"
1924,"Wen Spencer"
1925,"John S. Schuchman"
1926,"MORGAN LLYWELYN"
1927,"Elizabeth Moon"
1928,"Holcomb"
1929,"Lou Ann Walker"
1930,"C.S. Friedman"
1931,"WILLIAM GIBSON"
1932,"Starhawk"
1933,"Matthew S. Moore"
1934,"Bonnie Poitras Tucker"
1935,"Lillian M. Hines"
1936,"Lois H. Gresh"
1937,"Morgan Llywelyn"
1938,"Ernst Friedrich"
1939,"Bruce K. Grant"
1940,"Sherman Wilcox"
1941,"W. Y. Evans-Wentz"
1942,"Fiona Horne"
1943,"Tanya Huff"
1944,"Douglas Monroe"
1945,"Mary Coddington"
1946,"Draja Mickaharic"
1947,"Teresa Edgerton"
1948,"Gustave Flaubert"
1949,"Philip Gourevitch"
1950,"Nancy Huston"
1951,"P.D. James"
1952,"Myla Goldberg"
1953,"Mary Karr"
1954,"RAYMOND CHANDLER"
1955,"Steve Alten"
1956,"Smithmark Publishing"
1957,"Nalo Hopkinson"
1958,"Cynthia Voigt"
1959,"Barbara Gowdy"
1960,"Alice Munro"
1961,"Catherine Gildiner"
1962,"William Wilkie Collins"
1963,"Sharlee Dieguez"
1964,"Stella Gibbons"
1965,"Maurice A. Williams"
1966,"Fred Uhlman"
1967,"Esther Rochon"
1968,"Matthew Pearl"
1969,"Arno Gruen"
1970,"Noah benShea"
1971,"Elliot Snow"
1972,"Judith Michael"
1973,"Patricia Sprinkle"
1974,"Carolyn Parkhurst"
1975,"Anthony Bourdain"
1976,"Lyn Hamilton"
1977,"David Chase"
1978,"Frederick S. Perls"
1979,"Elula Perrin"
1980,"R.A. Salvatore"
1981,"Jessica Amanda Salmonson"
1982,"Jessica Salmonson"
1983,"Diane Carey"
1984,"Geraldine Thorsten"
1985,"Jurt W. Donsbach"
1986,"Robert Silverberg"
1987,"Kristine Kathryn Rusch"
1988,"L. A. Graf"
1989,"Martina Navratilova"
1990,"Peter Lear"
1991,"Marta Randall"
1992,"Michael Reaves"
1993,"Jo Clayton"
1994,"H. Beam Piper"
1995,"Nick Pollotta"
1996,"Michael Peak"
1997,"James Tiptree Jr."
1998,"Denning & Phillips"
1999,"Craig Junjulas"
2000,"Jan Woudhuysen"
2001,"Tad Williams"
2002,"Stephen Smoke"
2003,"Dale Banks"
2004,"Raymond E. Feist"
2005,"Ron Hansen"
2006,"Phil Rickman"
2007,"Tracey V. Bateman"
2008,"Gilbert Morris"
2009,"Leisha Kelly"
2010,"Denise Hunter"
2011,"Jennifer Donnelly"
2012,"Susan Kearney"
2013,"B.J. Daniels"
2014,"Virginia Kelly"
2015,"Karen Whiddon"
2016,"Alice Gaines"
2017,"Jenna Mills"
2018,"Maggie Shayne"
2019,"Gordon Buck"
2020,"ALAN DEAN FOSTER"
2021,"Kevin Ryan"
2022,"Elizabeth Doyle"
2023,"Linda Herring"
2024,"Simon Winchester"
2025,"Brad Thor"
2026,"Jamil I. Toubbeh"
2027,"M. J. Rose"
2028,"Douglas R. Hofstadter"
2029,"Cosima Wagner"
2030,"Mark Merlis"
2031,"Camara Laye"
2032,"William K. Powers"
2033,"Mary Baker Eddy"
2034,"Karen McCarthy Brown"
2035,"John Okada"
2036,"Milton Murayama"
2037,"Andrew Sean Greer"
2038,"Robert T., Ii Trotter"
2039,"RON SUSKIND"
2040,"Anna Deavere Smith"
2041,"Roberta Uno"
2042,"Luis Valdez"
2043,"LAUREL THATCHER ULRICH"
2044,"K. Ryan"
